@relation eclipse-jhawk-smote

@attribute id numeric
@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
3531,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3532,1,0,4,24,14,904.63,0.3,1,1,0,5,0,1,2,9.9,1,0,0,0,0,91.38,11,3,0,13,3,0,0
3533,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3534,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3535,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3537,1,4,1,8,8,48,0.1,1,0,0,1,2,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3539,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3540,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3542,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3544,5,3,15,107,27,9971.95,0.17,1,4,0,19,1,5,2,19.6,1,0,0,0,7,508.77,49,24,2,58,15,0,0
3545,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3546,1,0,1,8,8,48,0.1,1,0,0,1,0,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3547,1,6,1,8,7,59.89,0.1,1,0,0,1,1,1,2,2.67,0,0,0,0,0,22.46,4,0,0,4,0,0,0
3548,2,1,4,20,14,355.35,0.3,1,0,1,6,1,0,1,4.67,0,0,0,0,1,76.15,7,2,1,13,3,0,0
3549,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3550,1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3551,2,0,6,40,26,1351.38,0.6,3,1,0,12,0,3,1,7.19,0,0,0,0,1,188.2,23,8,1,17,9,1,0
3552,1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3553,2,1,9,104,37,7541.62,0.18,6,2,0,31,1,5,1,13.92,1,0,0,0,1,541.78,58,24,1,46,29,0,0
3554,1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3555,1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3556,1,0,2,10,10,99.66,0.1,2,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3557,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3558,1,0,2,8,8,60,0.1,1,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3559,1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
3560,1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3561,3,1,7,57,26,2260.62,0.9,3,4,0,11,1,1,0,8.44,2,0,0,0,2,267.93,27,10,2,30,10,1,1
3562,1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3563,1,0,2,9,9,85.59,0.1,0,0,0,3,0,0,1,3,0,0,0,0,0,28.53,3,0,0,6,1,0,0
3564,1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3565,8,3,21,135,46,13550.82,0.25,6,5,0,31,3,2,1,18.17,3,0,0,4,7,745.68,62,30,3,73,25,2,0
3566,1,0,2,8,8,60,0.1,1,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3567,1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3568,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3569,1,0,2,12,12,150.57,0.1,1,0,0,3,0,0,1,3.5,0,0,0,0,0,43.2,5,2,0,7,1,0,0
3570,1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
3571,1,1,2,11,11,76.11,0.1,2,0,0,5,1,2,0,2,0,0,0,0,0,38.5,7,0,0,4,1,0,0
3572,1,1,1,6,6,15.51,0.1,1,0,0,2,1,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
3573,1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3574,1,0,2,8,8,60,0.1,1,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3575,1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3576,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3577,1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,1
3578,1,1,2,9,9,71.32,0.1,0,0,0,3,1,0,0,2.5,0,0,0,0,0,28.53,4,2,0,5,1,0,0
3579,1,0,1,8,7,59.89,0.1,1,0,0,1,0,1,2,2.67,0,0,0,0,0,22.46,4,0,0,4,0,0,0
3580,1,0,1,8,7,59.89,0.1,1,0,0,1,0,1,2,2.67,0,0,0,0,0,22.46,4,0,0,4,0,0,0
3581,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3582,5,3,24,157,41,28037.86,0.28,1,0,0,26,3,0,1,33.33,5,0,0,0,4,841.14,70,27,1,87,30,1,0
3583,5,3,22,143,40,24733.66,0.25,1,0,0,24,3,0,1,32.5,5,0,0,0,4,761.4,65,25,1,78,28,1,0
3584,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3585,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3586,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3589,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3590,1,4,1,8,8,48,0.1,1,0,0,1,2,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3593,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3596,1,3,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3599,1,6,1,8,7,59.89,0.1,1,0,0,1,1,1,2,2.67,0,0,0,0,0,22.46,4,0,0,4,0,0,0
3600,2,3,7,42,19,1883.25,0.6,1,2,0,9,1,1,1,10.56,1,0,0,0,1,178.41,19,7,1,23,6,1,0
3601,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3602,1,0,1,8,8,48,0.1,1,0,0,1,0,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
3603,2,1,4,20,14,355.35,0.3,1,0,1,6,1,0,1,4.67,0,0,0,0,1,76.15,7,2,1,13,3,0,0
3604,1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3605,1,3,1,7,7,29.48,0.1,1,0,0,1,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
3606,1,5,1,6,6,15.51,0.1,1,0,0,1,1,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
3607,1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3608,1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3609,1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3610,1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3611,1,0,1,4,4,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3612,1,0,1,4,4,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3613,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3614,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3615,2,2,4,28,18,700.55,0.4,2,2,0,5,2,0,1,6,1,0,0,0,0,116.76,12,3,0,16,5,0,0
3616,1,1,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3617,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3618,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3619,1,0,2,10,10,99.66,0.1,0,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3620,1,0,2,10,8,100,0.1,0,0,0,3,0,0,1,3.33,0,0,0,1,0,30,4,1,0,6,1,0,0
3621,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3622,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3623,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3624,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3625,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3626,2,2,4,27,18,774.4,0.4,2,2,0,5,2,0,1,6.88,1,0,0,0,0,112.59,11,3,0,16,5,0,0
3627,1,0,2,10,10,99.66,0.1,1,0,0,2,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3628,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3629,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3630,1,0,2,10,8,100,0.1,0,0,0,3,0,0,1,3.33,0,0,0,1,0,30,4,1,0,6,1,0,0
3631,1,0,2,10,10,99.66,0.1,0,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3632,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3633,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3634,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3635,1,1,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3636,1,0,2,10,8,100,0.1,0,0,0,3,0,0,1,3.33,0,0,0,1,0,30,4,1,0,6,1,0,0
3637,2,2,4,27,18,774.4,0.4,2,2,0,5,2,0,1,6.88,1,0,0,0,0,112.59,11,3,0,16,5,0,0
3638,1,1,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3639,1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3640,2,35,9,71,32,3440.12,0.12,8,4,1,18,3,5,1,9.69,0,0,0,0,2,355,37,14,1,34,14,0,0
3640,1,4,1,4,4,12,0,0,0,0,2,2,0,1,1.5,0,0,0,0,0,8,1,0,0,3,0,0,0
3642,20,2,59,646,149,83909.95,1.55,4,5,0,61,2,0,1,17.99,1,0,0,0,1,4663.58,347,204,1,299,177,0,1
3643,3,0,4,36,20,954.75,0.5,0,0,0,7,0,1,1,6.14,0,0,0,0,0,155.59,15,7,0,21,7,0,0
3644,3,0,4,36,20,954.75,0.5,1,0,0,7,0,1,1,6.14,0,0,0,0,0,155.59,15,7,0,21,7,0,0
3645,1,0,6,33,19,611.7,0.5,1,0,0,12,0,1,1,4.36,0,0,0,0,0,140.18,12,8,0,21,8,0,0
3646,115,3,181,1754,182,610473.61,4.39,9,8,2,242,3,1,1,46.36,10,0,2,4,87,13168.67,751,421,4,1003,403,0,1
3647,23,55,57,804,147,121559.27,1.93,3,6,2,58,55,0,1,21,1,0,0,0,0,5788.54,399,135,0,405,171,0,1
3648,4,0,10,74,22,3769.59,0.11,1,1,0,12,0,2,0,11.42,0,0,0,0,3,330,33,18,1,41,12,0,0
3649,6,1,12,70,25,2285.65,0.11,1,1,0,14,1,1,2,7.3,0,0,0,0,5,325.7,25,15,1,45,16,0,0
3650,6,1,12,60,24,1650.59,0.9,1,0,0,14,1,1,2,6,0,0,0,0,5,275.1,20,15,1,40,11,0,0
3651,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3652,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3653,3,97,56,968,45,459758.1,1.77,1,1,7,58,97,1,2,86.48,0,0,0,42,0,5316.11,383,107,0,585,201,0,0
3654,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3655,8,5,22,228,59,27713.43,0.45,3,11,1,37,5,3,3,20.66,2,0,0,0,2,1341.24,87,32,1,141,51,0,0
3657,7,0,38,535,35,167019.95,0.91,1,7,0,50,0,5,3,60.86,0,0,0,0,0,2744.17,206,90,0,329,90,0,0
3658,1,0,2,32,19,1101.6,0.5,1,2,0,3,0,5,3,8.1,0,0,0,0,0,135.93,18,2,0,14,2,0,0
3659,9,1,65,967,37,506167.96,1.68,1,8,0,81,1,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3660,13,2,77,1057,46,569244.49,1.95,2,10,0,99,2,5,3,97.5,0,0,0,2,5,5838.4,403,179,2,654,181,0,0
3661,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3662,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3663,7,0,37,517,33,168669.28,0.87,1,6,0,49,0,5,3,64.68,0,0,0,0,0,2607.95,199,87,0,318,87,0,0
3664,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3665,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3666,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3667,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3668,7,0,38,535,35,167019.95,0.91,1,7,0,50,0,5,3,60.86,0,0,0,0,0,2744.17,206,90,0,329,90,0,0
3669,1,0,2,32,19,1101.6,0.5,1,2,0,3,0,5,3,8.1,0,0,0,0,0,135.93,18,2,0,14,2,0,0
3670,13,0,98,1467,44,1161993.43,2.67,1,9,0,122,0,5,3,145.9,0,0,0,0,2,8008.99,561,249,1,906,247,0,0
3671,9,0,65,967,37,506167.96,1.68,1,8,0,81,0,5,3,100.48,0,0,0,0,0,5037.54,371,163,0,596,163,0,0
3672,7,0,37,542,33,176825.43,0.91,1,6,0,49,0,5,3,64.68,0,0,0,0,0,2734.6,199,87,0,343,87,0,0
3673,7,0,37,567,33,184981.59,0.95,1,6,0,49,0,5,3,64.68,0,0,0,0,0,2860.17,199,87,0,368,87,0,0
3674,7,0,38,535,35,167019.95,0.91,1,7,0,50,0,5,3,60.86,0,0,0,0,0,2744.17,206,90,0,329,90,0,0
3675,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3676,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3677,1,0,2,14,12,210.8,0.2,2,1,0,3,0,1,2,4.2,0,0,0,0,0,50.19,6,1,0,8,2,0,0
3686,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3687,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3688,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3689,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3690,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3691,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3692,1,11,13,74,32,1480,0.12,1,0,1,15,11,0,1,4,0,0,0,0,0,370,24,10,0,50,22,0,0
3693,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3694,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3695,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3696,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3697,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3698,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3699,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3700,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3701,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3702,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3703,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3704,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3705,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3706,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3707,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3708,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3709,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3710,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3711,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3712,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3713,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3714,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3715,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3716,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3717,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3718,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3719,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3720,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3721,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3722,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3723,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3724,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3725,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3726,1,3,1,8,8,24,0.1,2,0,0,1,1,2,0,1,0,0,0,0,0,24,6,0,0,2,0,0,0
3729,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3730,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3731,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3732,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3733,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3734,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3735,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3736,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3737,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3738,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3739,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3740,1,0,1,8,8,24,0.1,1,0,0,1,0,2,0,1,0,0,0,0,0,24,6,0,0,2,0,0,0
3741,1,0,1,4,4,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3742,1,0,1,4,4,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3743,1,0,1,4,4,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
3744,1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3745,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3746,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3747,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3748,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3749,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3750,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3751,1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3752,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3753,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3754,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3755,1,0,2,12,10,179.38,0.1,1,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3756,2,2,4,33,16,990,0.4,1,0,1,6,2,1,1,7.5,0,0,0,0,1,132,15,3,1,18,4,0,0
3757,1,1,2,18,15,246.13,0.2,3,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
3758,2,1,3,19,14,337.59,0.2,1,0,1,3,1,0,1,4.67,0,0,0,0,0,72.34,7,2,0,12,3,0,0
3759,1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3760,1,0,1,23,16,191.8,0.3,2,0,0,9,0,8,0,2.8,0,0,0,0,0,92,18,0,0,5,0,0,0
