@relation imbalance-defects-randomized-train

@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
5,10,33,245,54,31723.82,0.47,7,6,1,41,8,3,1,22.5,9,0,0,1,6,1409.95,117,50,2,128,48,0,0
5,0,21,131,33,12461.9,0.22,0,0,2,32,0,0,1,18.86,0,0,0,0,4,660.82,66,22,2,65,34,2,0
1,10,3,12,8,64.8,0.1,1,0,1,4,1,1,0,1.8,0,0,0,0,0,36,6,1,0,6,1,0,0
1,3,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
2,2,3,18,11,381.4,0.2,1,0,0,4,1,0,1,6.12,0,0,0,1,0,62.27,7,4,0,11,3,0,0
19,9,91,802,111,380429.41,1.82,17,20,1,111,9,3,2,69.81,20,1,3,8,20,5449.12,377,158,4,425,183,5,0
1,0,2,10,8,75,0.1,1,0,0,3,0,1,1,2.5,0,0,0,0,0,30,5,1,0,5,1,0,0
1,0,1,8,8,48,0.1,2,0,0,1,0,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
28,37,117,885,73,302923.5,1.83,1,1,5,149,32,1,1,55.3,17,0,0,0,21,5477.99,394,178,2,491,174,0,0
2,3,7,68,32,3013.64,0.11,1,3,1,6,1,5,1,8.86,1,0,0,0,1,340,39,4,1,29,13,1,0
2,17,4,21,13,497.34,0.3,1,0,1,6,2,0,1,6.4,0,0,0,0,1,77.71,8,2,1,13,2,0,0
1,3,2,14,12,143.4,0.2,2,0,1,3,1,2,1,2.86,0,0,0,0,0,50.19,8,1,0,6,2,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
1,4,2,13,11,188.88,0.1,0,0,0,3,1,1,1,4.2,0,0,0,0,0,44.97,7,2,0,6,1,0,0
11,5,6,142,43,12833.3,0.26,4,2,2,14,5,2,1,16.66,2,0,0,3,0,770.53,69,34,0,73,26,0,0
1,1,172,1083,195,82979,2.75,2,0,0,173,1,0,1,10.7,0,0,0,0,0,8238.74,541,196,0,542,171,0,1
6,7,19,127,43,11490.1,0.23,4,6,0,30,3,1,3,16.67,4,0,2,0,8,689.14,51,17,2,76,15,0,0
2,0,7,33,19,1168.18,0.5,0,0,1,5,0,0,1,8.33,0,0,0,0,0,140.18,15,0,0,18,4,1,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
1,3,5,44,22,1233.35,0.7,1,0,2,6,1,1,1,6.29,0,0,0,0,0,196.21,22,6,0,22,6,0,0
1,6,6,40,21,1189.3,0.6,2,1,1,7,1,2,1,6.77,1,0,0,0,0,175.69,22,9,0,18,7,0,0
1,9,2,18,14,308.4,0.2,4,0,1,3,1,1,1,4.5,0,1,0,1,0,68.53,9,2,0,9,3,0,0
1,0,3,14,10,139.52,0.2,0,0,2,4,0,0,1,3,0,0,0,0,0,46.51,6,2,0,8,1,0,0
1,1,3,28,17,499.41,0.4,1,2,0,4,1,2,1,4.36,0,0,0,0,0,114.45,16,5,0,12,6,0,0
1,3,4,61,25,2738.33,0.9,2,1,0,10,3,0,1,9.67,1,0,0,2,0,283.28,29,11,0,32,11,0,1
1,7,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3,0,7,91,44,4895.97,0.17,8,4,1,11,0,3,1,9.85,2,0,1,0,2,496.81,47,14,1,44,20,0,0
1,5,2,18,13,310.84,0.2,2,1,1,3,1,1,2,4.67,0,0,0,1,0,66.61,8,2,0,10,2,0,0
4,12,20,134,42,8959.87,0.24,1,1,5,24,6,0,1,12.4,5,0,0,0,3,722.57,62,25,2,72,24,0,0
3,1,9,101,46,7423.4,0.19,4,3,1,24,1,3,1,13.31,1,0,0,0,1,557.88,55,26,1,46,23,0,1
3,1,8,47,29,1762.38,0.8,1,1,1,10,1,0,2,7.72,0,0,0,0,1,228.33,19,11,1,28,6,0,0
2,0,2,21,14,479.73,0.3,1,0,1,4,0,0,1,6,0,1,0,0,0,79.95,9,1,0,12,1,0,0
5,2,10,67,34,4036.5,0.11,2,1,0,11,1,1,2,11.84,1,0,0,1,2,340.86,30,9,2,37,12,2,0
11,24,30,379,76,80919.81,0.79,12,14,1,41,9,1,2,34.17,8,0,0,0,10,2367.96,179,52,2,200,91,2,1
1,0,1,8,7,26.95,0.1,0,0,0,1,0,2,0,1.2,0,0,0,0,0,22.46,6,0,0,2,0,0,0
14,70,79,613,99,170098.87,1.35,16,24,1,93,1,0,1,41.86,17,0,1,0,15,4063.8,293,122,3,320,111,1,0
2,12,4,35,19,1656.69,0.5,2,2,0,7,1,1,2,11.14,0,0,1,0,1,148.68,13,5,1,22,6,0,0
2,6,4,17,12,255.97,0.2,1,0,1,6,2,0,1,4.2,0,0,0,0,1,60.94,6,2,1,11,2,0,0
3,5,9,57,29,3708.55,0.9,1,2,0,7,1,0,1,13.39,1,0,0,0,0,276.9,25,6,0,32,11,1,0
5,6,13,70,30,5888.27,0.11,0,0,0,13,3,2,1,17.14,2,0,0,0,2,343.48,30,10,2,40,10,1,0
1,15,2,17,12,243.78,0.2,3,2,0,3,1,1,1,4,0,0,0,0,0,60.94,8,1,0,9,2,0,0
1,4,4,42,23,914.32,0.6,3,3,2,7,2,2,1,4.81,0,0,0,0,0,189.99,22,6,0,20,6,0,0
1,0,1,9,9,42.79,0.1,1,0,0,1,0,2,1,1.5,0,0,0,0,0,28.53,6,0,0,3,0,0,0
1,0,2,14,13,181.32,0.2,1,1,0,3,0,0,1,3.5,0,0,0,0,0,51.81,6,1,0,8,2,0,0
1,10,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
1,2,2,14,13,207.22,0.2,0,0,0,3,1,0,2,4,0,0,0,0,0,51.81,5,2,0,9,2,0,0
1,0,6,54,25,1922.56,0.8,5,4,1,12,0,2,1,7.67,0,0,0,0,0,250.77,23,12,0,31,17,0,0
1,6,1,6,6,31.2,0.1,1,0,0,1,1,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
1,3,5,36,20,1244.72,0.5,3,2,1,6,1,0,1,8,2,1,0,0,0,155.59,16,5,0,20,6,0,0
4,1,12,69,37,3172.56,0.12,2,2,2,15,1,1,2,8.83,0,0,0,0,3,359.45,29,16,2,40,9,0,0
1,1,2,26,19,522.11,0.4,2,2,1,3,1,1,1,4.73,0,0,0,0,0,110.45,13,3,0,13,5,0,0
1,0,2,15,12,263.49,0.2,0,0,0,3,0,1,2,4.9,0,0,0,0,0,53.77,7,2,0,8,3,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
2,3,5,40,19,1227.18,0.6,2,2,4,7,1,0,1,7.22,0,0,0,2,2,169.92,13,2,1,27,6,0,0
3,6,6,60,21,3913.55,0.9,1,0,2,8,1,1,1,14.85,0,0,0,0,1,263.54,27,8,1,33,8,0,0
6,1,17,99,35,7955.52,0.17,3,3,4,17,1,4,1,15.67,0,0,1,0,6,507.8,47,12,3,52,15,2,0
3,5,12,79,29,4221.59,0.13,0,0,3,14,3,0,1,11,2,0,0,0,3,383.78,36,14,1,43,14,0,0
3,3,14,92,34,8320.83,0.16,4,3,1,14,1,0,1,17.78,4,1,0,1,2,468.5,40,13,1,52,16,1,0
1,5,2,12,11,166.5,0.1,0,0,1,3,5,0,3,4,0,0,0,0,0,41.51,3,0,0,9,1,0,0
2,3,5,39,18,1301.2,0.5,1,1,2,7,1,0,1,8,1,0,0,1,1,162.63,16,2,1,23,4,0,1
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
3,10,9,72,36,3111.88,0.12,3,4,0,16,4,3,1,8.36,2,0,0,0,3,372.23,38,14,2,34,14,0,0
1,11,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
1,0,1,8,8,48,0.1,1,0,0,1,0,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
1,11,5,32,17,677.78,0.4,2,0,2,6,1,1,1,5.18,1,0,0,0,0,130.8,19,9,0,13,8,0,0
1,18,2,9,9,57.6,0.1,2,0,0,3,1,1,0,2,0,0,0,0,0,28.53,5,0,0,4,1,0,0
2,3,2,15,13,222.3,0.2,0,0,1,3,1,0,2,4,0,0,0,0,0,55.51,5,1,0,10,1,0,0
1,0,2,15,13,226.65,0.2,2,1,0,3,0,1,1,4.8,0,0,0,0,0,55.51,7,2,0,8,2,0,0
3,21,9,72,35,4146.33,0.12,6,2,4,12,1,4,2,11.23,1,0,1,0,2,369.31,38,12,1,34,13,0,0
1,28,2,24,17,446.35,0.3,4,2,1,3,1,2,2,4.55,0,1,0,0,0,98.1,13,2,0,11,3,0,0
1,1,2,15,12,225.85,0.2,1,0,1,3,1,0,1,4.2,0,0,0,0,0,53.77,6,0,0,9,1,0,0
1,6,1,7,7,29.48,0.1,2,0,0,1,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,3,2,11,11,114.16,0.1,0,0,0,3,1,0,0,3,0,0,0,0,0,38.5,5,1,0,6,1,0,0
2,0,4,22,15,515.71,0.3,0,0,1,6,0,0,1,6,0,0,0,0,1,85.95,8,2,1,14,2,0,0
3,5,9,83,32,7323.53,0.14,3,2,1,12,3,0,1,17.65,3,0,0,0,2,415,40,13,2,43,16,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3,3,2,38,19,1089.59,0.5,0,1,1,6,1,0,0,6.75,0,0,0,0,0,161.42,15,2,0,23,5,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,15,1,5,5,17.41,0,1,0,0,1,1,0,1,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,3,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
7,8,15,110,38,5174.7,0.19,4,8,3,23,2,1,1,8.96,2,0,0,2,1,577.27,44,13,1,66,12,0,0
1,0,3,38,21,1027.13,0.6,3,1,1,9,0,1,1,6.15,1,0,0,0,0,166.91,20,6,0,18,8,0,0
1,24,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
7,6,16,144,47,12384.94,0.27,8,9,1,24,3,1,1,15.48,2,1,1,0,2,799.86,60,23,1,84,26,0,0
1,4,2,17,14,242.72,0.2,2,1,0,3,2,2,1,3.75,0,0,0,0,0,64.73,10,2,0,7,3,0,0
2,4,4,24,15,535.8,0.3,2,0,2,6,2,1,1,5.71,0,0,0,0,1,93.77,10,4,1,14,4,0,0
1,0,3,47,24,1346.83,0.7,4,2,1,9,0,2,1,6.25,1,0,0,0,0,215.49,25,7,0,22,10,0,0
2,6,8,42,22,1231.83,0.6,2,1,1,10,4,0,1,6.58,1,0,0,0,1,187.3,19,8,1,23,7,1,0
1,3,1,6,6,31.2,0.1,1,0,0,1,1,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
2,3,7,43,22,1757.76,0.6,3,1,2,9,1,1,1,9.17,1,0,1,0,1,191.76,22,10,1,21,10,0,0
1,5,2,12,10,149.49,0.1,1,0,0,3,1,0,1,3.75,0,0,0,1,0,39.86,5,2,0,7,1,0,0
1,0,2,14,12,161.32,0.2,3,0,0,6,0,3,1,3.21,0,0,0,0,0,50.19,9,1,0,5,1,0,0
1,3,2,17,14,291.26,0.2,4,0,1,3,1,1,1,4.5,0,1,0,0,0,64.73,9,2,0,8,3,0,0
2,0,6,55,30,2265.56,0.9,2,3,1,14,0,2,1,8.39,2,0,0,1,1,269.88,29,13,1,26,10,0,0
4,12,20,134,42,8959.87,0.24,1,1,5,24,6,0,1,12.4,5,0,0,0,3,722.57,62,25,2,72,24,0,0
5,2,7,69,28,5932.46,0.11,2,0,0,12,1,1,2,17.88,3,0,0,0,0,331.71,31,14,0,38,13,1,0
3,0,9,62,27,6003.26,0.1,1,1,0,8,0,1,2,20.36,2,0,0,0,1,294.8,28,8,1,34,11,1,0
12,6,40,285,63,51492.91,0.57,5,3,3,49,6,7,1,30.23,12,0,0,3,7,1703.52,140,50,3,145,53,5,0
4,1,5,53,27,2520.9,0.8,1,1,1,8,1,2,0,10,2,0,0,0,0,252.1,25,8,0,28,11,1,0
1,3,3,14,10,108.52,0.2,0,0,2,4,1,1,1,2.33,0,0,0,0,0,46.51,7,1,0,7,1,0,0
1,7,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
2,4,3,20,14,342.66,0.3,1,0,2,5,2,1,1,4.5,0,0,0,0,1,76.15,9,2,1,11,2,0,0
3,0,8,53,27,1927.13,0.8,2,0,2,8,0,2,1,7.65,0,0,0,0,2,252.1,26,3,2,27,5,1,0
3,4,8,43,21,1416.52,0.6,1,0,3,11,2,3,1,7.5,0,0,0,0,3,188.87,20,8,2,23,9,0,1
3,0,10,123,33,13486.85,0.21,2,3,0,18,0,3,2,21.74,0,0,0,0,0,620.46,59,23,0,64,32,0,0
4,1,12,70,38,3214.36,0.12,2,2,2,15,1,1,2,8.75,0,0,0,0,3,367.35,30,16,2,40,10,0,0
2,3,7,61,31,2446.43,0.1,2,2,1,10,1,5,1,8.1,2,0,0,0,1,302.21,34,12,1,27,13,0,0
2,3,3,46,24,2141.53,0.7,4,2,1,10,1,3,1,10.15,1,0,0,0,0,210.91,24,5,0,22,8,0,0
1,16,2,9,9,57.6,0.1,2,0,0,3,1,1,0,2,0,0,0,0,0,28.53,5,0,0,4,1,0,1
1,3,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,3,2,10,10,83.5,0.1,1,0,0,3,1,1,1,2.5,0,0,0,0,0,33.22,5,0,0,5,1,0,0
1,3,2,11,10,109.62,0.1,1,0,1,3,1,0,1,3,0,0,0,0,0,36.54,4,1,0,7,2,0,0
1,2,2,10,9,95.1,0.1,0,0,1,3,1,0,1,3,0,0,0,0,0,31.7,3,0,0,7,1,0,0
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
2,1,6,48,21,1686.65,0.7,2,0,0,8,1,4,1,8,0,0,0,0,0,210.83,26,11,0,22,6,0,1
1,11,2,21,15,225.62,0.3,2,0,0,3,1,1,0,2.75,0,0,0,0,0,82.4,11,0,0,10,1,0,0
2,3,8,36,20,1244.72,0.5,0,0,0,7,1,0,1,8,0,0,0,0,1,155.59,16,5,1,20,7,1,0
3,6,8,51,21,2587.29,0.7,2,1,2,12,2,0,1,11.55,0,0,0,0,3,224.1,21,7,3,30,8,0,0
2,0,7,65,34,2976.17,0.11,6,4,1,8,0,2,1,9,2,1,0,0,0,330.69,33,10,0,32,9,0,0
3,1,5,50,25,2189.25,0.8,3,2,0,9,1,1,2,9.43,0,0,1,0,3,232.19,24,8,2,26,7,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
2,0,6,63,28,3037.54,0.1,2,0,3,7,0,1,1,10.3,2,0,0,2,0,302.86,31,6,0,32,11,0,0
2,3,14,112,33,6018.18,0.19,4,4,0,16,1,1,1,10.65,1,0,0,0,1,564.97,49,19,1,63,21,0,0
1,4,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
29,17,88,790,89,527020.18,1.71,3,4,0,100,17,2,1,103.2,15,0,0,0,19,5115.83,367,140,6,423,140,8,0
4,0,12,100,38,5345.11,0.17,3,2,4,19,0,3,1,10.19,1,0,0,0,3,524.79,50,16,1,50,16,0,0
2,11,7,43,23,1645.88,0.6,3,1,2,9,1,1,1,8.46,1,0,1,0,1,194.51,22,10,1,21,10,0,0
1,1,2,18,15,246.13,0.2,2,2,0,3,1,0,1,3.5,0,0,1,0,0,70.32,8,0,0,10,5,0,0
1,4,4,42,23,914.32,0.6,3,3,2,7,2,2,1,4.81,0,0,0,0,0,189.99,22,6,0,20,6,0,0
1,4,2,9,9,85.59,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,28.53,3,1,0,6,1,0,0
1,10,1,9,8,67.5,0.1,2,0,0,1,1,1,1,2.5,0,1,0,0,0,27,5,0,0,4,0,0,0
1,0,2,15,12,215.1,0.2,1,0,1,3,0,1,1,4,0,0,0,0,0,53.77,8,1,0,7,2,0,0
1,4,2,11,11,114.16,0.1,0,0,0,3,2,0,0,3,0,0,0,0,0,38.5,5,1,0,6,1,0,0
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3,4,9,62,26,1664.2,0.1,2,2,2,12,2,1,0,5.71,1,0,0,0,2,291.43,31,10,2,31,13,0,0
1,12,1,7,7,39.3,0.1,2,0,0,1,1,0,0,2,0,1,0,0,0,19.65,3,0,0,4,0,0,0
12,6,33,214,49,33863.63,0.4,4,5,0,35,4,1,1,28.18,5,0,0,0,12,1201.55,89,30,5,125,32,3,0
1,0,3,23,14,340.55,0.3,2,2,0,4,0,2,1,3.89,0,0,0,0,0,87.57,14,4,0,9,4,0,0
1,8,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
1,3,2,14,12,210.8,0.2,0,0,1,3,1,0,0,4.2,0,0,0,0,0,50.19,6,1,0,8,1,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
1,0,3,19,14,325.53,0.2,2,1,1,4,0,1,1,4.5,0,0,1,0,0,72.34,9,3,0,10,3,0,0
3,6,8,51,20,2828.7,0.7,1,1,2,12,2,0,1,12.83,0,0,0,0,3,220.42,21,7,3,30,8,0,0
3,0,9,55,25,5172.9,0.9,0,0,0,9,0,4,2,20.25,1,0,0,0,2,255.41,27,6,2,28,7,1,0
3,3,2,38,19,1089.59,0.5,0,1,1,6,1,0,0,6.75,0,0,0,0,0,161.42,15,2,0,23,5,0,0
10,2,20,153,48,13885.61,0.28,7,6,3,30,2,2,1,16.25,4,0,1,1,5,854.5,65,20,4,88,21,0,0
11,49,37,324,50,112786.2,0.61,1,4,0,53,49,4,1,61.68,6,0,0,0,7,1828.61,157,105,3,167,78,2,0
1,3,2,24,17,377.68,0.3,4,4,0,3,1,1,1,3.85,0,0,0,0,0,98.1,11,1,0,13,4,0,0
1,6,2,11,9,139.48,0.1,1,1,0,3,1,0,1,4,0,0,0,0,0,34.87,4,0,0,7,2,0,0
1,5,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
2,0,3,24,16,617.14,0.3,1,0,1,4,0,1,1,6.43,0,0,0,0,0,96,10,4,0,14,5,0,0
1,1,2,21,16,302.4,0.3,1,2,0,3,1,2,1,3.6,0,0,0,0,0,84,12,2,0,9,4,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,9,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
8,13,33,218,52,36847.82,0.41,4,4,3,33,11,0,1,29.65,4,0,0,1,8,1242.7,103,27,3,115,43,2,0
3,2,14,134,33,13712.1,0.23,1,2,0,16,2,1,1,20.29,3,0,0,0,3,675.95,71,33,1,63,32,0,0
1,9,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
1,4,2,14,13,211.54,0.2,1,0,0,3,1,1,1,4.8,0,0,0,0,0,51.81,7,2,0,7,1,0,0
1,3,2,15,14,228.44,0.2,1,0,1,3,1,0,1,4,0,1,0,0,0,57.11,6,1,0,9,1,0,0
2,11,7,43,23,1645.88,0.6,3,1,2,9,1,1,1,8.46,1,0,1,0,1,194.51,22,10,1,21,10,0,0
1,3,2,12,11,121.8,0.1,0,0,0,3,1,1,0,2.92,0,0,0,0,0,41.51,7,2,0,5,2,0,0
3,12,18,112,33,7485.88,0.19,0,0,3,21,6,0,1,13.25,5,0,0,0,2,564.97,53,24,2,59,22,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
2,5,5,48,27,2331.25,0.8,1,1,0,11,1,1,1,10.21,1,0,0,0,0,228.23,22,9,0,26,11,0,0
1,0,2,13,10,115.16,0.1,2,0,0,3,0,2,1,2.67,0,0,0,0,0,43.19,8,2,0,5,2,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
1,30,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
8,5,17,130,51,13083.17,0.25,4,1,1,27,2,2,1,17.74,3,0,1,0,5,737.42,55,13,3,75,15,1,0
1,8,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
2,6,11,92,35,5908.93,0.16,2,2,3,21,4,5,1,12.52,0,0,0,0,1,471.89,48,12,1,44,13,1,0
3,5,5,32,18,693.88,0.4,1,1,2,7,2,1,1,5.2,0,0,0,0,1,133.44,13,3,1,19,4,0,0
1,7,2,10,9,126.8,0.1,1,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
1,17,1,10,10,66.44,0.1,3,0,0,1,1,1,1,2,0,2,0,0,0,33.22,6,0,0,4,0,0,0
1,0,2,9,9,85.59,0.1,1,0,0,3,0,0,1,3,0,0,0,0,0,28.53,3,1,0,6,1,0,0
1,0,4,45,22,1030.13,0.7,4,3,1,8,0,2,1,5.13,0,0,0,0,0,200.67,22,5,0,23,9,0,0
6,4,12,104,40,9224.68,0.18,4,1,2,12,4,1,1,16.67,4,0,0,0,1,553.48,50,10,1,54,21,1,0
8,3,12,111,42,8840.8,0.2,4,6,1,16,3,1,0,14.77,2,0,0,2,2,598.55,48,16,2,63,17,1,0
1,6,4,21,14,329.81,0.3,0,0,2,5,1,1,1,4.12,0,0,0,0,0,79.95,11,4,0,10,3,0,0
4,8,19,115,29,9267.31,0.19,2,3,3,25,6,0,1,16.59,1,0,0,0,0,558.67,47,16,0,68,18,0,0
1,0,2,20,14,371.22,0.3,3,1,0,6,0,3,1,4.88,0,0,0,0,0,76.15,13,4,0,7,4,0,0
2,1,3,47,24,1551.55,0.7,3,2,0,13,1,1,1,7.2,0,0,1,0,2,215.49,24,7,1,23,7,0,0
1,5,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,5,11,67,22,2731.72,0.1,2,3,0,12,5,0,1,9.14,1,0,0,0,0,298.78,32,13,0,35,11,0,0
1,2,3,19,14,244.15,0.2,0,0,0,4,2,0,1,3.38,0,0,0,0,0,72.34,9,3,0,10,2,0,0
6,7,15,114,43,13985.61,0.21,5,4,1,19,2,3,1,22.61,3,0,1,1,6,618.59,52,19,4,62,17,1,0
1,0,2,13,10,115.16,0.1,2,0,0,3,0,2,1,2.67,0,0,0,0,0,43.19,8,2,0,5,2,0,0
1,12,2,11,9,83.69,0.1,0,0,1,3,12,1,1,2.4,0,0,0,0,0,34.87,6,1,0,5,1,0,0
10,11,38,341,109,49379.41,0.77,25,21,5,54,11,4,1,21.4,13,1,0,5,10,2307.95,160,60,2,181,67,0,1
3,4,8,45,22,1458.75,0.7,3,0,3,11,2,3,1,7.27,0,0,0,1,3,200.67,21,9,2,24,9,0,0
3,6,25,215,63,21083.92,0.43,5,3,4,33,6,0,1,16.41,3,0,0,0,2,1285.12,105,41,1,110,34,0,0
1,0,5,86,26,3683.6,0.13,4,5,1,9,0,2,1,9.11,1,0,0,0,0,404.24,41,10,0,45,18,0,0
1,2,2,23,17,459.61,0.3,1,1,1,7,2,0,1,4.89,0,0,0,0,0,94.1,11,3,0,12,5,0,0
1,0,2,8,8,60,0.1,1,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
2,14,17,180,46,30784.65,0.33,5,3,0,26,9,0,1,30.96,4,0,0,2,1,994.24,88,40,1,92,37,0,0
1,0,2,23,16,292.73,0.3,2,0,1,8,0,1,1,3.18,0,0,0,0,0,92,14,5,0,9,5,0,1
3,1,7,44,27,1506.35,0.7,1,1,1,9,1,0,2,7.2,0,0,0,0,1,209.22,18,10,1,26,6,0,0
3,1,7,44,27,1506.35,0.7,1,1,1,9,1,0,2,7.2,0,0,0,0,1,209.22,18,10,1,26,6,0,0
1,8,1,6,6,23.26,0.1,1,0,0,1,1,0,0,1.5,0,1,0,0,0,15.51,3,0,0,3,0,0,0
2,5,12,67,32,3417,0.11,0,0,1,11,1,3,1,10.2,2,0,0,0,1,335,34,9,1,33,13,1,0
1,8,2,22,16,572,0.3,2,1,0,11,8,1,2,6.5,0,0,0,0,0,88,13,1,0,9,8,0,0
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
1,5,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,6,4,23,13,437.71,0.3,2,0,0,5,1,2,1,5.14,0,0,0,0,0,85.11,12,4,0,11,2,0,0
2,1,7,39,18,1040.81,0.5,1,2,1,9,1,0,1,6.4,0,0,0,0,2,162.63,16,5,1,23,3,0,0
4,0,10,73,29,5792.33,0.12,2,1,0,11,0,1,1,16.33,2,0,0,0,1,354.63,35,9,1,38,13,1,0
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,0,6,33,19,611.7,0.5,1,0,0,12,0,1,1,4.36,0,0,0,0,0,140.18,12,8,0,21,8,0,0
3,0,6,33,23,1261.4,0.5,0,0,0,9,0,0,1,8.45,1,0,0,0,1,149.28,13,5,1,20,6,1,0
2,6,6,34,19,962.86,0.5,3,2,2,8,1,0,1,6.67,1,1,0,1,2,144.43,12,1,1,22,4,0,0
1,0,4,28,13,710.48,0.3,1,0,0,5,0,3,1,6.86,0,0,0,0,0,103.61,16,6,0,12,3,0,0
1,0,1,18,17,158.47,0.2,3,0,0,1,0,6,2,2.15,0,0,0,0,0,73.57,14,0,0,4,0,0,0
