@relation 2.a.ROS

@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
7,9,29,188,56,27904.68,0.36,3,4,4,34,9,0,1,25.56,4,0,0,1,5,1091.78,79,24,3,109,25,1,0
1,3,5,34,16,734.4,0.5,2,0,1,6,1,1,1,5.4,1,0,0,1,0,136,18,7,0,16,5,0,0
2,3,13,120,43,5426.26,0.22,6,13,7,16,1,1,0,8.33,1,0,0,3,2,651.15,55,19,1,65,19,0,1
3,1,9,88,34,3868.1,0.15,4,6,0,17,1,4,1,8.64,0,0,0,1,2,447.7,48,23,1,40,16,0,1
1,0,2,23,16,292.73,0.3,2,0,1,8,0,1,1,3.18,0,0,0,0,0,92,14,5,0,9,5,0,1
10,17,53,491,94,128754.79,1.7,13,12,3,65,12,1,1,40.1,18,0,0,3,8,3218.3,247,97,3,244,107,2,1
1,7,1,7,7,29.48,0.1,1,0,0,1,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,4,2,20,14,342.66,0.3,2,2,1,3,1,1,2,4.5,0,0,0,0,0,76.15,9,2,0,11,3,0,0
19,13,51,369,68,107245.88,0.75,2,3,2,72,13,0,2,47.74,3,1,1,1,15,2246.27,145,55,6,224,56,0,1
2,3,7,64,27,2282.35,0.1,3,6,3,9,1,1,0,7.5,1,0,0,0,1,304.31,30,8,1,34,10,0,1
12,12,41,346,58,111596.61,0.68,5,1,0,41,10,0,1,55.6,5,0,0,4,11,2026.86,156,60,3,190,57,5,1
1,10,2,10,9,126.8,0.1,1,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
10,7,29,274,83,26394.7,0.58,10,14,2,41,7,7,1,15.11,7,0,2,0,11,1746.76,137,50,5,137,52,1,1
13,10,38,264,71,34999.63,0.54,7,12,1,52,10,3,1,21.56,7,0,0,2,16,1623.53,118,63,5,146,53,0,1
1,4,2,17,14,242.72,0.2,2,1,0,3,2,2,1,3.75,0,0,0,0,0,64.73,10,2,0,7,3,0,0
16,35,49,432,113,74165.35,0.98,15,24,5,77,19,4,1,25.17,10,0,2,2,18,2946.32,197,71,7,235,74,1,1
10,7,30,260,55,42778.94,0.5,3,2,9,38,5,1,1,28.46,4,1,1,0,5,1503.15,117,37,3,143,35,0,1
1,0,1,8,7,59.89,0.1,1,0,0,1,0,1,2,2.67,0,0,0,0,0,22.46,4,0,0,4,0,0,0
1,10,2,21,16,210,0.3,2,0,0,3,1,1,0,2.5,0,0,0,0,0,84,11,0,0,10,1,0,1
5,6,16,105,42,6762.86,0.19,7,7,2,23,4,0,1,11.94,5,1,0,1,6,566.19,43,14,3,62,16,0,0
1,4,2,11,11,114.16,0.1,0,0,0,3,1,0,0,3,0,0,0,0,0,38.5,5,1,0,6,1,0,0
2,2,8,44,18,1467.81,0.6,0,0,3,10,2,0,1,8,1,0,0,0,1,183.48,20,7,1,24,5,0,0
2,3,5,45,22,1806.7,0.7,1,2,2,7,1,0,1,9,1,0,0,1,1,200.67,18,3,1,27,4,0,1
1,0,1,10,9,76.8,0.1,0,0,0,1,0,2,2,2.4,0,0,0,0,0,31.7,6,0,0,4,0,0,1
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3,4,8,43,21,1416.52,0.6,1,0,3,11,2,3,1,7.5,0,0,0,0,3,188.87,20,8,2,23,9,0,1
1,0,2,16,12,281.6,0.2,2,2,0,3,0,1,1,4.9,0,0,0,0,0,57.36,7,1,0,9,2,0,0
2,3,7,41,20,1840.9,0.6,1,2,0,9,1,0,1,10.39,2,0,0,0,1,177.2,17,7,1,24,7,0,0
7,7,17,114,47,9023.43,0.21,4,5,0,28,7,0,1,14.25,1,0,1,0,5,633.22,42,12,2,72,17,1,1
1,8,2,22,16,572,0.3,2,1,0,11,8,1,2,6.5,0,0,0,0,0,88,13,1,0,9,8,0,0
12,46,37,285,59,89822.61,0.56,7,6,0,61,18,3,2,53.58,9,1,0,0,11,1676.55,136,60,3,149,67,1,1
16,35,49,432,113,74165.35,0.98,15,24,5,77,19,4,1,25.17,10,0,2,2,18,2946.32,197,71,7,235,74,1,1
6,3,18,204,45,44113.31,0.37,0,0,0,27,3,0,1,39.38,10,0,0,0,2,1120.34,90,45,1,114,47,2,1
20,18,63,491,77,171768.56,1.3,3,5,2,75,15,0,1,55.82,13,0,0,1,20,3076.99,219,85,7,272,72,3,1
1,7,1,4,4,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
4,1,11,94,40,7210.29,0.17,2,0,2,20,1,0,1,14.41,1,0,1,0,3,500.26,39,11,2,55,11,1,0
1,1,3,21,14,359.8,0.3,0,0,1,4,1,0,1,4.5,0,0,0,0,0,79.95,9,3,0,12,2,0,0
10,11,38,341,109,49379.41,0.77,25,21,5,54,11,4,1,21.4,13,1,0,5,10,2307.95,160,60,2,181,67,0,1
40,26,72,624,71,238084.71,1.28,2,3,4,113,26,1,1,62.4,2,1,1,0,36,3837.44,243,74,7,381,139,7,1
9,4,13,140,44,12127.22,0.25,4,1,1,18,4,2,1,15.87,4,0,0,1,1,764.32,68,31,1,72,27,0,1
1,4,1,7,7,29.48,0.1,1,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
3,5,12,103,40,7893.48,0.18,6,3,1,17,3,1,1,14.4,3,1,2,1,3,548.16,48,14,2,55,16,0,1
1,4,4,41,20,1001.86,0.6,4,2,1,5,2,2,1,5.65,0,1,0,0,0,177.2,21,6,0,20,5,0,0
7,0,14,152,57,11257.75,0.3,10,10,2,19,0,4,1,12.7,7,1,0,1,3,886.6,78,30,3,74,29,0,1
11,1,44,365,82,92648.37,0.77,3,1,9,68,1,0,1,39.93,5,0,2,0,7,2320.51,154,44,5,211,56,2,1
4,8,14,97,36,8424.91,0.17,3,1,3,16,2,0,1,16.8,4,0,1,1,4,501.48,42,10,3,55,14,1,1
11,18,37,259,80,36668.68,0.55,4,18,0,48,12,3,1,22.39,4,0,0,1,14,1637.38,111,52,4,148,46,1,1
1,0,2,23,13,437.71,0.3,0,0,0,3,0,3,1,5.14,0,0,0,0,0,85.11,12,3,0,11,4,0,0
5,6,16,105,42,6762.86,0.19,7,7,2,23,4,0,1,11.94,5,1,0,1,6,566.19,43,14,3,62,16,0,0
3,3,17,198,49,13255.3,0.37,7,17,5,27,1,1,0,11.92,1,0,0,4,2,1111.71,93,31,1,105,35,0,1
2,4,5,31,17,552.92,0.4,1,2,1,7,2,1,0,4.36,1,0,0,0,1,126.71,16,4,1,15,6,0,0
8,3,17,174,45,21978.4,0.32,5,6,0,25,1,4,1,23,3,1,0,0,1,955.58,92,51,1,82,41,0,1
2,0,5,39,18,894.45,0.5,2,4,0,9,0,2,1,5.5,0,0,0,0,1,162.63,22,10,1,17,9,0,0
10,7,29,274,83,26394.7,0.58,10,14,2,41,7,7,1,15.11,7,0,2,0,11,1746.76,137,50,5,137,52,1,1
17,5,33,303,78,62883.67,0.63,17,1,1,44,5,4,1,33.2,6,1,0,9,5,1904.48,140,76,2,163,47,0,1
1,0,2,13,10,115.16,0.1,2,0,0,3,0,2,1,2.67,0,0,0,0,0,43.19,8,2,0,5,2,0,0
6,7,19,135,47,12110.39,0.25,2,1,4,26,5,0,1,16.15,3,0,1,0,2,749.87,57,20,1,78,19,0,1
6,3,18,204,45,44113.31,0.37,0,0,0,27,3,0,1,39.38,10,0,0,0,2,1120.34,90,45,1,114,47,2,1
5,7,16,114,38,13999.37,0.2,3,3,0,18,1,1,1,23.4,3,0,0,0,4,598.26,52,14,2,62,23,1,0
5,0,32,210,48,16666.7,0.39,5,1,0,37,0,1,1,14.21,1,0,0,0,4,1172.84,108,51,1,102,51,0,1
1,1,2,16,14,213.21,0.2,2,1,0,3,1,0,1,3.5,0,0,0,0,0,60.92,7,2,0,9,3,0,1
17,5,33,303,78,62883.67,0.63,17,1,1,44,5,4,1,33.2,6,1,0,9,5,1904.48,140,76,2,163,47,0,1
19,13,51,369,68,107245.88,0.75,2,3,2,72,13,0,2,47.74,3,1,1,1,15,2246.27,145,55,6,224,56,0,1
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
3,4,8,43,20,1520.53,0.6,1,0,3,11,2,3,1,8.18,0,0,0,0,3,185.84,20,8,2,23,9,0,0
3,3,2,38,19,1089.59,0.5,0,1,1,6,1,0,0,6.75,0,0,0,0,0,161.42,15,2,0,23,5,0,0
1,0,5,56,33,2149.35,0.9,6,1,1,11,0,5,1,7.61,3,0,0,0,0,282.49,35,10,0,21,12,0,0
5,0,11,81,29,5694.13,0.13,2,2,1,12,0,2,1,14.47,0,0,0,0,3,393.5,41,8,2,40,15,1,0
1,10,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
2,6,5,39,21,1092.4,0.6,2,2,1,7,1,2,1,6.38,0,0,0,0,2,171.3,17,5,1,22,5,0,1
4,4,8,92,30,5417.21,0.15,2,10,0,13,2,1,1,12,0,0,1,0,5,451.43,36,12,2,56,9,0,1
18,21,53,571,91,120946.56,1.24,12,15,11,76,17,1,1,32.55,10,0,0,3,21,3715.95,264,95,5,307,85,0,1
6,8,18,120,42,8266.98,0.22,3,7,0,31,5,2,1,12.78,2,0,0,0,5,647.8,57,28,1,63,22,0,1
6,9,5,65,30,3907.11,0.11,0,0,0,8,6,0,1,12.25,2,0,0,0,0,318.95,28,12,0,37,12,1,1
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
2,3,5,39,19,1192.82,0.6,1,1,2,7,1,0,1,7.2,1,0,0,1,1,165.67,16,2,1,23,4,0,1
2,11,5,24,18,562.94,0.3,2,0,0,7,1,1,2,5.62,0,0,0,0,2,100.8,9,4,1,15,3,0,0
1,0,2,13,9,131.87,0.1,0,0,0,3,0,2,1,3.2,0,0,0,0,0,41.21,8,2,0,5,2,0,0
3,1,7,76,32,5320,0.13,1,2,0,10,1,0,1,14,3,0,0,0,0,380,36,17,0,40,13,1,0
1,6,2,11,11,133.19,0.1,1,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
2,3,5,31,17,552.92,0.4,1,2,1,7,1,1,0,4.36,1,0,0,0,1,126.71,16,4,1,15,6,0,0
20,18,63,491,77,171768.56,1.3,3,5,2,75,15,0,1,55.82,13,0,0,1,20,3076.99,219,85,7,272,72,3,1
2,3,5,95,30,9585.3,0.16,2,2,0,15,3,0,1,20.56,1,0,0,0,0,466.15,47,19,0,48,17,0,0
1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
2,11,6,46,24,1657.14,0.7,4,3,1,8,1,1,1,7.86,2,1,0,0,1,210.91,22,5,1,24,8,0,1
18,29,75,608,101,216606.3,1.35,8,6,6,96,26,0,1,53.51,14,0,0,1,13,4048.19,279,119,4,329,100,2,0
81,50,187,1659,102,1621533.7,3.69,4,4,9,309,47,0,2,146.49,22,0,2,3,90,11069.55,671,239,9,988,250,7,1
10,5,28,209,43,17932.79,0.38,6,1,8,37,1,4,1,15.81,1,0,0,0,10,1134.9,92,15,2,117,17,0,0
6,16,31,220,80,26484.59,0.46,7,11,5,45,9,3,1,19.4,8,0,0,1,6,1390.82,107,39,4,113,41,1,1
11,24,30,379,76,80919.81,0.79,12,14,1,41,9,1,2,34.17,8,0,0,0,10,2367.96,179,52,2,200,91,2,1
1,0,2,35,24,1154.18,0.5,2,2,1,5,0,1,1,7.19,0,0,0,0,0,160.47,17,3,0,18,6,0,0
1,3,4,61,25,2738.33,0.9,2,1,0,10,3,0,1,9.67,1,0,0,2,0,283.28,29,11,0,32,11,0,1
6,5,30,203,46,30235.98,0.37,6,6,0,49,4,1,1,26.97,4,0,0,0,10,1121.28,92,54,3,111,51,0,0
1,0,2,10,10,99.66,0.1,1,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,11,2,12,12,107.55,0.1,2,0,0,3,2,2,1,2.5,0,0,0,0,0,43.2,7,0,0,5,1,0,0
2,1,3,31,19,888.88,0.4,3,1,0,4,1,2,1,6.75,0,0,0,1,0,131.69,15,7,0,16,7,0,0
4,4,9,82,28,3547.83,0.13,6,3,1,12,1,0,1,9,3,0,0,1,1,394.2,38,14,1,44,14,0,1
3,11,7,54,30,3811.52,0.9,2,1,0,11,1,2,2,14.38,0,0,1,0,3,264.97,22,9,1,32,7,0,1
2,0,5,55,28,1941.29,0.9,3,2,2,7,0,4,1,7.34,2,0,0,0,1,264.4,31,9,1,24,12,0,0
1,0,3,20,11,456.64,0.2,2,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
3,11,7,54,30,3811.52,0.9,2,1,0,11,1,2,2,14.38,0,0,1,0,3,264.97,22,9,1,32,7,0,1
35,9,99,761,133,236239.8,1.79,20,35,4,118,9,1,1,44,25,0,1,8,41,5369.7,330,101,7,431,115,5,1
3,2,4,81,28,4110.29,0.13,4,5,1,12,2,2,1,10.56,0,0,0,0,0,389.4,38,9,0,43,17,0,0
1,4,2,11,11,114.16,0.1,0,0,0,3,2,0,0,3,0,0,0,0,0,38.5,5,1,0,6,1,0,0
1,10,1,4,4,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
5,0,13,99,36,8042.93,0.17,3,3,2,14,0,0,1,15.71,3,0,0,0,2,511.82,44,11,2,55,18,1,1
1,3,1,11,11,57.8,0.1,1,0,0,1,1,3,0,1.5,0,0,0,0,0,38.5,8,0,0,3,0,0,0
2,4,6,36,17,1576.59,0.5,1,3,0,8,1,0,1,10.71,1,0,0,1,1,147.15,15,6,1,21,5,0,0
1,0,2,10,10,99.66,0.1,2,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,18,2,9,9,57.6,0.1,2,0,0,3,1,1,0,2,0,0,0,0,0,28.53,5,0,0,4,1,0,1
2,3,5,39,19,1192.82,0.6,1,1,2,7,1,0,1,7.2,1,0,0,1,1,165.67,16,2,1,23,4,0,1
14,8,36,304,82,37506.38,0.64,14,11,2,66,6,1,0,19.41,7,0,1,0,10,1932.7,138,47,2,166,62,0,0
5,0,14,97,40,5837.34,0.17,2,4,3,20,0,0,0,11.31,2,0,1,0,3,516.23,42,18,1,55,15,0,1
1,4,1,31,17,389.88,0.4,0,0,0,11,2,9,1,3.8,0,0,0,0,0,126.71,20,0,0,11,0,0,0
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
34,9,83,769,128,244926.5,1.79,8,31,3,135,9,12,1,45.5,17,0,0,3,17,5383,357,156,4,412,142,4,1
2,3,5,39,18,1301.2,0.5,1,1,2,7,1,0,1,8,1,0,0,1,1,162.63,16,2,1,23,4,0,1
1,0,1,8,8,48,0.1,1,0,0,1,0,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
1,10,1,4,4,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,1,1,9,9,42.79,0.1,2,0,0,2,1,2,1,1.5,0,0,0,0,0,28.53,6,0,0,3,0,0,0
1,0,2,23,16,292.73,0.3,2,0,1,8,0,1,1,3.18,0,0,0,0,0,92,14,5,0,9,5,0,0
3,0,7,64,28,2307.53,0.1,3,5,0,11,0,1,1,7.5,0,0,0,1,1,307.67,27,13,1,37,10,0,1
5,1,11,66,33,3311.78,0.11,1,1,1,15,1,0,2,9.95,0,0,0,0,2,332.93,27,17,1,39,10,0,0
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,1,172,1083,195,82979,2.75,2,0,0,173,1,0,1,10.7,0,0,0,0,0,8238.74,541,196,0,542,171,0,1
2,3,9,87,27,6784.27,0.14,2,1,1,19,3,1,1,16.4,1,0,0,0,2,413.68,41,17,1,46,13,0,1
5,4,11,68,25,3349.55,0.11,0,0,0,16,4,0,2,10.61,0,0,0,0,6,315.78,27,9,2,41,9,0,0
4,3,14,99,37,7736.4,0.17,2,0,1,15,1,0,1,15,2,0,0,0,3,515.74,44,13,1,55,15,1,1
40,26,72,624,71,238084.71,1.28,2,3,4,113,26,1,1,62.4,2,1,1,0,36,3837.44,243,74,7,381,139,7,1
3,3,7,51,23,1312.12,0.8,2,2,1,10,1,1,0,5.69,1,0,0,0,2,230.7,26,9,2,25,9,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
2,11,6,46,24,1657.14,0.7,4,3,1,8,1,1,1,7.86,2,1,0,0,1,210.91,22,5,1,24,8,0,1
22,20,73,500,80,128260.13,1.5,10,21,0,80,14,2,2,40.58,13,0,0,0,22,3160.96,228,85,7,272,96,6,1
4,4,8,44,19,1087.47,0.6,2,0,4,12,2,1,1,5.82,0,0,0,0,3,186.91,16,8,1,28,8,0,1
1,5,2,12,11,166.5,0.1,0,0,1,3,5,0,3,4,0,0,0,0,0,41.51,3,0,0,9,1,0,0
1,0,2,15,11,172.97,0.2,1,0,1,3,0,1,1,3.33,0,0,0,0,0,51.89,8,1,0,7,1,0,0
1,1,2,11,10,91.35,0.1,0,0,1,3,1,0,1,2.5,0,0,0,0,0,36.54,5,1,0,6,1,0,0
4,0,7,38,24,1544.3,0.6,0,1,0,8,0,0,1,8.86,0,0,0,0,1,174.23,15,2,1,23,7,1,0
7,6,26,245,54,45541.3,0.47,3,1,2,31,6,7,1,32.3,2,0,0,0,6,1409.95,119,50,2,126,33,0,1
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
15,3,17,281,65,42775.21,0.56,4,1,1,52,3,2,1,25.28,6,0,0,0,2,1692.29,132,63,2,149,50,1,1
10,11,38,341,109,49379.41,0.77,25,21,5,54,11,4,1,21.4,13,1,0,5,10,2307.95,160,60,2,181,67,0,1
7,0,14,152,57,11257.75,0.3,10,10,2,19,0,4,1,12.7,7,1,0,1,3,886.6,78,30,3,74,29,0,1
1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,5,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,1
1,8,1,6,6,15.51,0.1,1,0,0,1,1,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
1,1,4,20,12,230.46,0.2,0,0,2,5,1,0,1,3.21,0,0,0,0,0,71.7,9,2,0,11,2,0,1
7,5,16,201,70,20256.69,0.41,9,16,3,27,3,2,1,16.44,7,1,0,1,2,1231.99,95,26,2,106,30,0,1
1,0,3,20,11,456.64,0.2,1,0,0,4,0,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
1,4,2,17,14,242.72,0.2,2,1,0,3,2,2,1,3.75,0,0,0,0,0,64.73,10,2,0,7,3,0,0
2,11,7,43,23,1645.88,0.6,3,1,2,9,1,1,1,8.46,1,0,1,0,1,194.51,22,10,1,21,10,0,0
1,7,2,16,12,204.86,0.2,1,0,0,3,7,0,1,3.57,0,0,0,0,0,57.36,10,1,0,6,7,0,1
1,0,2,23,16,292.73,0.3,2,0,1,8,0,1,1,3.18,0,0,0,0,0,92,14,5,0,9,5,0,0
1,0,5,39,19,966.4,0.6,2,2,0,6,0,3,1,5.83,0,0,0,0,0,165.67,20,7,0,19,4,0,1
2,0,5,45,24,977,0.7,3,3,3,8,0,3,1,4.74,0,0,1,0,2,206.32,23,4,1,22,7,0,0
3,1,3,45,22,2753.7,0.7,2,1,0,6,1,0,1,13.72,1,0,0,1,0,200.67,19,13,0,26,10,1,1
5,0,32,210,48,16666.7,0.39,5,1,0,37,0,1,1,14.21,1,0,0,0,4,1172.84,108,51,1,102,51,0,1
3,1,7,44,27,1506.35,0.7,1,1,1,9,1,0,2,7.2,0,0,0,0,1,209.22,18,10,1,26,6,0,0
1,1,2,7,7,39.3,0.1,0,0,0,3,1,0,0,2,0,0,0,0,0,19.65,3,0,0,4,1,0,1
2,1,6,50,24,1227.15,0.8,3,2,3,8,1,3,1,5.35,0,0,0,0,1,229.25,26,7,1,24,7,0,0
1,1,2,16,14,213.21,0.2,2,1,0,3,1,0,1,3.5,0,0,0,0,0,60.92,7,2,0,9,3,0,1
3,6,8,51,21,2587.29,0.7,2,1,2,12,2,0,1,11.55,0,0,0,0,3,224.1,21,7,3,30,8,0,0
2,6,5,39,21,1092.4,0.6,2,2,1,7,1,2,1,6.38,0,0,0,0,2,171.3,17,5,1,22,5,0,1
1,10,2,21,16,210,0.3,2,0,0,3,1,1,0,2.5,0,0,0,0,0,84,11,0,0,10,1,0,1
10,15,33,225,70,25375.23,0.46,16,15,2,47,4,1,1,18.4,6,1,4,3,16,1379.9,92,27,4,133,38,0,1
12,0,26,222,60,27217.72,0.44,7,8,1,33,0,7,1,20.76,7,0,0,0,3,1311.33,105,37,2,117,31,2,0
2,0,4,22,14,376.93,0.3,0,0,3,6,0,0,1,4.5,0,0,0,0,1,83.76,9,4,1,13,3,0,0
2,1,6,42,22,1296.67,0.6,3,3,0,9,1,1,1,6.92,2,0,0,1,2,187.3,20,7,2,22,6,0,0
3,4,8,43,21,1416.52,0.6,1,0,3,11,2,3,1,7.5,0,0,0,0,3,188.87,20,8,2,23,9,0,1
1,4,1,7,7,29.48,0.1,1,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,0,2,13,12,163.12,0.2,1,0,0,3,0,1,1,3.5,0,0,0,0,0,46.6,7,2,0,6,1,0,0
1,6,1,6,6,31.2,0.1,0,0,0,1,1,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
16,0,25,124,33,4574,0.21,0,0,10,44,0,2,1,7.31,0,0,0,0,0,625.5,39,17,0,85,17,0,0
4,4,15,153,38,14822.14,0.27,3,8,3,24,4,1,1,18.46,1,0,0,0,3,802.93,71,30,1,82,27,0,0
1,0,2,15,12,263.49,0.2,0,0,0,3,0,1,2,4.9,0,0,0,0,0,53.77,7,2,0,8,3,0,0
1,1,1,5,5,17.41,0,0,0,0,2,1,0,1,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
5,10,33,245,54,31723.82,0.47,7,6,1,41,8,3,1,22.5,9,0,0,1,6,1409.95,117,50,2,128,48,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
1,19,2,9,9,57.6,0.1,2,0,0,3,1,1,0,2,0,0,0,0,0,28.53,5,0,0,4,1,0,0
4,2,13,78,37,4571.3,0.14,4,4,2,16,2,1,1,11.25,2,0,0,0,5,406.34,33,7,2,45,10,1,0
41,38,104,1314,173,605615.98,3.26,24,48,1,157,28,4,2,61.99,22,0,3,2,43,9769.1,591,212,6,723,271,1,1
1,3,2,10,9,126.8,0.1,0,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
11,3,32,195,51,20984.73,0.37,3,10,1,48,3,3,1,18.97,2,0,0,0,15,1106.12,83,42,6,112,26,0,1
3,1,9,101,46,7423.4,0.19,4,3,1,24,1,3,1,13.31,1,0,0,0,1,557.88,55,26,1,46,23,0,1
4,4,11,85,27,5173.32,0.13,2,2,2,14,2,0,1,12.8,2,0,0,2,4,404.17,32,8,2,53,10,0,1
11,15,40,373,82,105100.77,0.79,4,2,6,59,10,2,1,44.32,4,0,0,0,11,2371.37,162,47,6,211,56,2,1
5,12,13,110,40,7880.55,0.2,2,4,2,19,6,2,1,13.46,2,0,0,0,4,585.41,50,19,2,60,15,0,1
2,98,6,60,32,3616.67,0.1,6,3,0,12,2,5,2,12.6,2,1,1,0,1,300,31,8,1,29,9,0,1
1,0,2,10,9,79.25,0.1,0,0,1,3,0,0,1,2.5,0,0,0,0,0,31.7,4,0,0,6,0,0,0
3,3,10,103,37,4769.54,0.18,5,10,4,14,1,1,0,8.89,1,0,0,2,2,536.57,48,16,1,55,16,0,1
13,2,23,202,42,23418.83,0.36,5,10,0,38,2,1,1,21.5,3,0,0,1,6,1089.25,86,45,1,116,37,0,1
7,6,22,157,50,16661.9,0.3,6,6,2,26,4,3,0,18.8,4,0,0,0,7,886.9,73,25,4,84,30,1,1
3,4,18,195,53,22152.73,0.37,14,10,2,27,2,1,1,19.83,1,0,1,5,4,1116.94,84,39,2,111,48,0,1
4,4,8,44,19,1087.47,0.6,2,0,4,12,2,1,1,5.82,0,0,0,0,3,186.91,16,8,1,28,8,0,1
2,6,11,93,34,5317.62,0.16,2,2,3,16,4,4,1,11.24,0,0,0,0,1,473.13,47,12,1,46,16,1,0
11,18,37,259,80,36668.68,0.55,4,18,0,48,12,3,1,22.39,4,0,0,1,14,1637.38,111,52,4,148,46,1,1
1,4,1,5,5,17.41,0,0,0,0,2,2,0,1,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,3,2,11,11,114.16,0.1,0,0,0,3,1,0,0,3,0,0,0,0,0,38.5,5,1,0,6,1,0,1
1,6,4,24,18,445.8,0.3,3,0,0,4,1,3,1,4.45,0,0,0,0,0,100.8,14,4,0,10,5,0,0
1,16,2,9,9,57.6,0.1,2,0,0,3,1,1,0,2,0,0,0,0,0,28.53,5,0,0,4,1,0,1
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
2,6,5,39,21,1092.4,0.6,2,2,1,7,1,2,1,6.38,0,0,0,0,2,171.3,17,5,1,22,5,0,1
1,0,1,6,6,31.2,0.1,0,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
3,3,7,51,23,1312.12,0.8,2,2,1,10,1,1,0,5.69,1,0,0,0,2,230.7,26,9,2,25,9,0,0
1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,1
2,4,5,32,21,1159.57,0.5,0,0,0,7,2,0,0,8.25,1,0,0,0,1,140.55,15,6,1,17,5,0,0
1,5,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
20,18,63,491,77,171768.56,1.3,3,5,2,75,15,0,1,55.82,13,0,0,1,20,3076.99,219,85,7,272,72,3,1
