@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"Corrected some mistakes in Axis2 Installation Guide Some mistakes of the Axis2 installation guide were corrected and a patch is attached here withThanks!Charitha",1
"resolve conflicted file in axis2ideaplugin resolve conflicted file in axis2ideaplugin modulestoolaxis2ideapluginsrcmainjavaorgapacheaxis2toolsideaBottomPaneljava",1
"Performance Changes in MessageModel related to SOAPFault Making architectural changes to the MessageModel related to SOAPFault performanceI expect to submit a patch and tests in a day or two  I will supply more information then",1
"the produce with WSDL2Java does not compile EchoMessageReceiverInOnlyjava class does not compile",1
"Need Documentation for MTOM data binding There seems to be lot of questions in the mailing list regarding MTOM data binding Itll be great if we can provide a guide or a sample for this",0
"Improved understandability on MTOM sample The cache threshold should be entered a value in bytes This was not mentioned in the sample Thus I have added that so users can easily understand the functionality",0
"RESTClientjava sample client is out dated and the corresponding userguide as well RESTClientjava is outdated and the corresponding document in the userguide as wellRESTfull Web service support page of the userguide is outdated",1
"Improved yahooservices sample I have improved the yahooservices sample to facilitate a UI for user convenience",0
"Mistakes in the Google Search Help document Some mistakes were corrected in the Google Search Help documentPatch is attached here with",1
"Outdated and wrong information in SOAP based google Spell Checkerhtml I modified some outdated and incorrect information in the SOAP based google Spell CheckerhtmlPatch is attached here with",1
"Both Eclipse or IDEA plugins need to show the same behaviour behaviour should be consistent throughout all the plugins",1
"Document the limitations of the IDE plugins PlatformsSupported versions",0
"Board resolution successful The board resolution to terminate the ESME PMC was successful during the June 2013 Board meeting ",0
"RawXMLINOutMessageReceiver throws up a NPE if the business logic returns null The RawXMLINOutMessageReceiver currently throws a NPE if the method invoked on the service implementation class returns null A meaningful SOAP fault should be returned to the client",1
"Increased functionality for issue Axis21195 This patch provides increased functionality for meta data processing It allows the consumer to an AxisService based on a DescriptionBuilderComposite with a complete WSDL",0
"The regionserver GC opts should be revised The regionserver opts to do with GC could be made better",0
"Axis2ideaplugin Code generation using default client option does not work correctly Axis2ideaplugin Code generation using default client option does not work correctly",1
"improve axis2ideaplugin documentation to reflect changes done in patch 1303 improve axis2ideaplugin documentation to reflect changes done in patch 1303",0
"Improved MTOM sample I have added some improvements to MTOM sample",0
"Dispatch invocations Enhancement update to Dispatch implementation class to validate invocation parameter values and to throw the appropriate WebServiceException when parameter values are invalid",0
"Some mistakes found in the Axis2 userguide  page 3 I have some found out some mistakes in the Axis2 user guide  page Some of them were simple spelling mistakesSome of them were critical Paths of some files were incorrect",1
"Adding support to handle bare wsdl in a Java Bean Endpoint I am adding support to java bean endpoint so it can handle a non wrap or bare wsdl I am also adding test cases created from a wrapped wsdl and using binding file with enableWrapperStyle false",0
"do you know that i like you all like apache ",1
"Remove the extra question mark at the GET method of RESTSender RESTSender puts up extra question mark to URL when there is no parameterPlease apply the patchThanks in advance",0
"Add nodes fails in assign masters because of closure issues Add nodes fails because of closure issues in javascript",1
"Provide a mechanism to obtain effective policy from the message context We need a mechanism to obtain effective policy of a given message from its message context This should return an orgapacheneethiPolicy instance",0
"Ganglia server should not run gmond Ganglia server should not run gmond",1
"Revert move of SingleServiceTracker from orgapacheutil to orgapacheutiltracker Given the issues raised by Guillaume about moving SingleServiceTracker prior to a proper 10 release of util I will revert the rename",1
"Update the name in the proxyapi and proxyimpl The Proxy API POM doesnt make it clear it just contains APIThe Proxy Impl POM doesnt make it clear it contains a service implementation",1
"Adding Simple Content Restriction to ADB Here I submitted the patch regarding the implementation of simple content restrictionAny comments are appreciated ",0
"Add description test utility class and refactor existing tests Refactor utility methods used in the Description tests such as accessing private attributes on ServiceDelegate to verify test results into a utility classI will attach a patch shortly",0
"Sample testcase using JAXB generated artifacts These testcases uses a JAXB generated artifacts from a given XMLSchema to send an image to a JAXWS Source Provider endpoint",0
"Support for Simple Type Union and Simple Type List The latest SVN version of WSDL2Java and so the SchemaCompiler does not support Simple Type Union and List in XML Schema",1
"Add nodes fails to find node in db Host not found in db error on assign nodes page ",1
"Change JAXWS implementation to use new resource bunde Change the JAXWS code to use the new resource bundle",0
"Add support for disengagement of modules to administration web frontend It would be great if modules could be disengaged using the admin frontend!",0
"javalangExceptionInInitializerError is thrown by the codegened MessageReceiver The codegened MessageReceiver is throwing an javalangExceptionInInitializerErrorWill attatch the WSDL that generated the problem",1
"ZooKeeper myid files not existent on ZK install ZooKeeper myid files not existent on ZK install",1
"New JMS sender should take account of WSAddressing destination even on the server The new JMS implementation of JMSSender does not take account of the WSAddressing destination on the server Patch to follow",1
"axiomdomjar is not included in the war distribution axiomdomjar is not included in the war distribution It should be in WEBINFlib but its not there Making rampart fails with a NoClassDefFoundError",1
"make data file sync interval configurable The sync interval block size in the Java data file implementation is a constant  It would be useful to make this configurable",0
"Improve checks for required WSAddressing headers in inbound handlers Perform more rigorous checks on WSAddressing headers to validate that all required headers have been included on inbound messages Patch to follow",0
"javaxxmlwsWebServiceRefs class needed for jaxws An annotation class named javaxxmlwsWebServiceRefs is missing in the jaxws source",1
"DualChannelRequestResponseRawXMLTest failing in build DualChannelRequestResponseRawXMLTest fails with Server was shutdown as the async response is taking too long to complete",1
"WSAddressing engagement in client side doesnt work for Duel transport eventhough Addressing is default Addressing engagement in client API for Duel client",1
"Remove the systemoutprintln in our production code There are a couple of places we print out some messages by using systemout in our nontest code This is not good:",1
"JAXWSTest should only start and stop the server one time The JAXWSTest is currently starting and stopping the server for each test",1
"AriesApplicationManagerImpl#createApplication should support artifacts that are not jars somehow Deploying configurations for example or plain blueprint configuration files would be really handy",0
"Axis2 10 server remove nillable attributes When I deploy a web service with a specified WSDL in the Axis2 webapp the xsd nillable attributes are removed from WSDL by Axis2",1
"Small problem in orgapacheaxis2saajSOAPDocumentImpl orgapacheaxis2saajSOAPDocumentImpl  Line 359 Should be changed But not sure what should come",1
"Support for PublisherSubscriber specifications There doesnt seem to be much support for Axis2 in this space I am working on an Pubsub implementation Will add the code through this JIRA page soon",0
"Handling NPE for null fields I get NPE for method with no parameters OR null field in the returned java objectNull value should be allowed while passing the SOAP message  ",0
"Test case to test Multiple attachments problem in JIRA752 Axis2752 was fixed in Axis2 9  But it was found to be broken again Need a test case to prevent it braking againAlready done in my local repo Waiting to commit",0
"WSDL2Java Tool should prettyprint its WSDLs like the servicexml is already prettyprinted The WSDL file created by the WSDL2Java Tool is not humanreadable Most of the info is written in the top and bottom lines It should be prettyprinted",0
"Spelling error in receivers fault messages Most of the receivers Axisfaults reference property rawXmlProivdeIsLimited  which probably should be rawXmlProviderIsLimited   This spelling error also occurs in resourceproperties ",1
"ListingAgent shares Outputstream across multiple clients An instance of ListingAgent is used in AxisServletAdminServlet and contains a member out OutputStream Thus this member will be shared across multiple threads",1
"Improper setting of the tracker variable forces valid values to be missed Seems that the template has wrong logic that interprets the setting trackers value in a wrong way",1
"JiBX data binding support broken Changes to Axiom and serialization techniques used by the transport layer have broken the previouslyworking JiBX data binding support Im investigating how to get this fixed",1
"Embedding Axis2 Howto There should be a simple howto for embedding axis2 into an existing web application Ideally AXIS577 and AXIS578 are solved before",0
"XSD import in XSD that is imported in WSDL given NPE Its common practice to put the types schema in a separate XSD and import it in the WSDLBut when the XSD imports another XSD on its own the SchemaCompiler gives a NullPointerException",1
"Typo in message: Addressing is disbaled Addressing is disbaledsbAddressing is disabledin AddressingOutHandlerjava",1
"Support choice particles reporting for Chuck Williams Its good to have ADB support for xsd:choice particles",0
"ADB pull parser does not serialize of 0length arrays seems that the ADB pullparser does not handle zero length arrays",1
"Axis2 cannot decode UTF16 URL encoded strings Axis2 wasnt able  to decode the UTF16 URL encoded contentid urn strings sent by WCF Problem seems to be with the underlying parserPlease investigate more in to this in cases other than MTOM",1
"UnsignedLong would be improved by implementing the Comparable interface All elements inserted into the set must implement the Comparable interfaceWorkaround is to useorgapacheaxistypesUnsignedLong",0
"XMLBeans truncates dateTime values XMLbeans seems to handle the datetimes by truncating the last part of the datetime value and hence effectively the data value is changed!",1
"Axis2 Client does not validate the content type of incoming messages Axis 2 client does not validate the content type of the incoming messages It accepted messages without any content type",1
"Change the SkeletonTemplate to throw UnsupportedMethodException Change the SkeletonTemplate to throw UnsupportedMethodException instead of return null",1
"GroovyServiceTest fails GroovyServiceTest fails",1
"Improving client side REST handling RestSender has to be modified to handle REST support",0
"made corrections to httptransporthtml of Axis2 094 Review  apply patch made improvements on newly included http version management section in httptransporthtml apply patch",0
"Axis2 has no ServiceFactory Axis2 does not provide a ServiceFactory This prevents it to be plugged in as a replacement for another JAXRPC implementationin a client written using the automatic mechanisms of Spring",1
"made correction on axis2 094 release date apply patch axis2 094 release year was corrected from 2005 to 2006 on indexhtml in xdocs",0
"Corrected some erroneous HTML tags in Axis2 094 dir Apply patch HTML tag errors were fixed in docs in the Axis2xdocs Apply patch",0
"fixed problems with installationguidehtml  userguidehtml Apply patch in Axis2xdocs",1
"We need a Java2WSDL main class to run the tool from commandline We need to have a way to run the Java2WSDL tool from commandline ",0
"UDP transport for Axis2 I think its better to have UDP transport for Axis2",0
"Dispatching order The Dispatching order should be changed such that the SOAP Action based dispatching would get precedence over Request URL based Dispatching",0
"UTF16 support for MTOM MTOM does not work properly with UTF16 encoding This is mainly due existance of undefine characters in the bite order marker ",1
"Cannot disengage modules There is no ability to disengage a module",0
"Client API changes to have  REST support WSDL 20  IRI style The HTTP GET request implemented in Axis2 Client API needs some improvements The POST request  is not complete ",0
"getOwnerDocument of SOAPHeader returns null The library does not set the owner document for all parts of the SOAPEnvelope In my case I run into the owner document being null for the SOAPHeader part",1
"The SalesRankNPricewsdl is removed from the WSDL2Java test case! The new change to the WSDLPump made this to fail Our rule for making schemas by  wrapping causes this WSDL to have 2 identical global elements!",1
"Addressing Out handler being engaged twice in the out flow One can see two copies of addressing headers in the OUT message The reason for this seems to be that the addressing out handler is being engaged twice in the out flow ",1
"wsdl2code creates code for only one port out of two ports defined in the wsdl The wsdl being used has two ports defined wsdl2code only generates code for one port Please see the attached wsdl",1
"duplicate WSAddressing headers are sent the generated message for the query call in the WSDL generates 2 sets of WSAddressing headers will attach WSDL  client code",1
"Implement completed WSA 10 specification There are some changes that has happened in the WSA 10 spec since I first implemented the spec in to Axis2 Now need t o revisit the implementation to make our implementation complete and correct",0
"Generated code always converts the XMLBeans things into OM representation vice versa Dennis stated in his most recent performance test that the performance may be imporoved by directly writing to the stream The generated stubs always fully build the OM tree which is a perf bottleneck",1
"Getting the operation implementation details from WSDL Service xml should be able to get information from the service implementation class for operations for operations found in WSDL",0
"Sandesha2 with Axis2 We need to make Sandesha2 work with Axis2",0
"action parameter not being set properly for SOAP 12 for soap 12 the SOAPAction value needs to be set as a parameter of the content type header and not as the SOAPAction http header",1
"Need a integration test for the non blocking two channel used  with AsyncInOutMessageReceiver Need an integration test for the non blocking two channel client  with AsyncInOutMessageReceiver",0
"Axis2 Code generator does not compile WSDLs without the binding The WSDL2java tool  needs to have the ability to generate the either the complete code or just the interfaces depending on the presence of the binding",1
"Create lock file as part of rpm install Lock file is being created as part of create cluster This is brittle and needs to be done as part of the rpm install",1
"Use Admin Client to Enable and configure MTOM Need to enable and Configure MTOM and other attachments parameters by Admin Client",0
"Stack trace not available for Exceptions Stack trace is not available for Axis Faults thrown from  the server Its not available in any Logs",1
"Image Transfer MTOM Sample is broken Image Transfer MTOM sample is broken and gives the following exceptionjavaxxmlstreamXMLStreamException",1
"switch to File Storage  based on ContentLength of the Attachments switch to File caching based on size of the attachment",0
"OMDocument must have XML Version and Char encoding OMDocument must contain information regarding the XML Version and Character encoding And those should be present when serialized There should be a flag to set this on and off when serializing",0
"Remove code duplication  among the StAXOMBuilder and StAXSOAPModelBuilder Refactor it",0
"Code generated by WSDL2Code wont compile The test case code is not compiling Try the attached wsdl",1
"OM allows the element name to be null will attach a test case",1
"Turn off web services through Axis2 web admin module Throgh the Axis2 web addmin interfce provide a way to remove turn off web servicesprovide a way to change service specfic parameters ",0
"getting a target to run Nonbloking facility on buildxml in samples There is no target in the buildxml that should correspond to testEchoNonBlockingClient in the userguid samples ",0
"implementing DOM on AXIOM this needed for the SAAJ and WSSecurity support we need the samples and docs ",0
"E4XProvider for Axis2 E4XProvider  allows users to deploy java script code that provides web services businuss logic",0
"Chuncking support for the simple HTTP Server and Axis2 default http transport Idea is to implement chuncking for the HTTP server and the deafult HTTP tranport ",0
"Message Context Serialization Support Support to store and restore the Message context  this involve the Axis storage and context serialization",0
"Generate Message recivers with skeltons Generate Message Receivers with the stkeltons This will eleminate reflections and simplify the handling of rpcliteral and docliterl support",0
"chuncking support for the Simple HTTP server This can be fixed using the Chuncked input stream",0
"Commons transport sender for Axis2 This is expected to provide the chuncking support and help providing the keep alive in HTTP transport",0
"M2bin has classpath error in serverbat axis2M1jar should be really axis2M2jaraxiswsdl4j12RC1jar should be really axiswsdl4j12jar",1
"testcases SOAPEnvelopeAnotherTestjava and CompareOMWithDOMTestjava fails srctestorgapacheaxisomCompareOMWithDOMTestjavasrctestorgapacheaxisomSOAPEnvelopeAnotherTestjava reproduce the problems exclude them when they are fixed ",1
"Java2WSDL creates wsdl with undeclared namespace Java2Wsdl generates wsdl files with undeclared namespaces",1
"support to SAAJ in Axis14 how to develop methods that attaches DataHandler based attachments to soap response that may have normal response elements and register through wsdd file in Axis14",0
"java2wsdl should have option to automatically generatre serialVersionUID java2wsdl should have option to automatically generatre serialVersionUIDotherwise i see in eclipse a warning at each generated class extending javaioSerializablethanks",0
"invalid parameter javaneeded during uninstall Uninstall of nagios fails with invalid parameter javaneeded",1
"Session Timeout value is not read from webxml Axis does not read session timeout value specified in webxml This value is hardcoded to 0x927c0 600000in MessageContext",1
"CMake: Support building documentation We need to either support asciidoc with a build target or we need to switch to Doxygen and support it",0
"WRONGDOCUMENTERR in 14 The defect was already described in the issue 2394 The status of the fix in version 14 of Axis is not clear",1
"CMake: Support correct version numbers in the libraries We need to set both VERSION and SOVERSION correctly as the autotools build did",0
"Allow to send Client certificate to Web Server We need to send SSL Client Certificate to IIS Web Server There is no way to send a certificate to serverPlease add this featureThanksChirag Gupta",0
"complex wsdl results in javalangNullPointerException Test with SOAPFrontGetShowBalanceJMSwsdl results in javalangNullPointerException",1
"Using XMLBeans with Axis Please provide a sample where XMLBeans is used with imported types from XML Schemas Types are not defined in WSDL but imported from external XML schema and the webservice is using document style",0
"Files missing from distribution There seem to be some files in SVN that are not included in either the binary or source distributionsaxispropertiesjunitexcludeteststxtTODOtxtAnd the following directory trees:wsddxsd",1
"cant change paren to blocker so im creating this cant change paren to blocker so im creating this",0
"Regression with polymorphism Polymorphism doesnt work when the element in question isnt a top level request or response RPCParam",1
"Axis no longer works with XmlBeans A few weeks ago Axis generated the WSDL correctly for XmlBeans parameters for wrapped services It no longer doesNow XmlBeans are assigned xsd:anyType in the WSDL  which is not usable and wrong",1
"MTOM Support in Axis 1X I would like to request the backport of MTOM Support from Axis 2X to Axis 1X",0
"support request  response gzip compression on HTTP transport provide support for handling gziped compressed requests  responses in the http client",0
"CMake: Complete CMake build system and remove autotools build system Placeholder bug to serve as a parent for all of the various remaining tasks for the CMake build system",0
"Remove hardcoded version from Blueprint iTest The BlueprintContainerBTCustomizerTestjava currently contains a hardcoded version that should be removed so that releases dont need to change this version  ",1
"Missing setDirty flags in SAAJ tree modification detachNode and setParent This patch takes care of a couple areas where the MessageElement NodeImpl isnt getting marked as dirty when things are detached or the parent is changed",1
"Bug in RPCElementgetParams  Can only be called once reliably Attaching a test case which should illustrate that the getParams method of RPCElement can only be called once  Further calls will not reflect the state of the Message",1
"Refactored RPCProvider Ive split up the RPCProviders processMessage method so I could override it more easily  I actually have my own implementation of processMessage and simply use the split out methods",0
"Serializable OperationDesc with method instance This patch makes an OperationDesc serializable when it contains a method instance which is not serializable",0
"NPE in TypeMappingImpl Revision 163 introduced an NPE into TypeMappingImpl",1
"Multiarray deserialization Deserialization of multiarrays does not work as expected as the destinationClass of the DeserializationContext is not properly setAttached patch fixes this problem",1
"Constructors needed for geronimo integration The geronimo project needs the additional constructors in the attached patch to efficiently construct web service clients",0
"Serializable HandlerInfoChainFactory Patch makes HandlerInfoChainFactory serializable",0
"XMLBeanSerialization doesnt generate correct WSDL XMLBean serialization doesnt generate the correct WSDL when called with complex types",1
"Allow doAutoTypes to be configured through AxisProperties I suggest a patch that allows for an axisdoAutoTypes in the AxisProperties to dictate whether or not to turn doAutoTypes on or off by default ",0
"WSDL2Java a option not respected Even though the a option is used unreferenced types fail to produce corresponding classes",1
"orgapacheaxisenum package conflicts with enum keyword using J2SE 5 15 compiler J2SE 5 15 claims the enum package conflicts with the new enum keyword",1
"Update commiteeinfotxt I dont think updating citxt is covered in the current process document",0
"XML Declaration missing The serialized SOAP Message misses the XML Declaration",1
"JavaBeanWriter produces invalid code for simple type getter There is a space missing in the code produced by JavaBeanWriter when generation a simple type getter where the simple type is enumerable This is between the return keyword and the value",1
"useInherited methods not used I did a search through the code and found useInheritedMethods option on Java2Wsdl is not implementedRavi ",1
"axis fault javalangNullPointerException when invoking service Axis throws a null point exception when trying to invoke the generated implementation when receiving call from a net client",1
"breaking saajjar into saajapijar and saajimpljar it would be Nice To Have saajjar in two pieces saajapijar and saajimpljar the saajapijar should be the one from the specs and should be replacable by any other such jar from sun",0
"No extraClasses option for wsdd Java2WSDL has the option extraClasses to add classes not includedIll attach a patch that allows setting extra classes for a service through the wsdd",1
"Typo in Axis site pages I found 27 typo in Axis site pagesDetails are listed in the following Excel file",1
"Web site is out of date Two substantial problems with the web site Ive found:Theres no link to Axis 12 beta anywhere!The report a bug page still points to Bugzilla",1
"Fix HANDSHAKEREQUESTSCHEMA used by the Python implementation Simple fix serverHash is not a union",1
"CLONE MIME message parser and serializer based on Apache mime4j MIME message parser and serializer based on Apache mime4j",0
"MIME message parser and serializer based on Apache mime4j MIME message parser and serializer based on Apache mime4j",0
"Handling of completeness in OMNodes and correct OM Serialization in DOOM impl The bug fixed in WSCOMMONS96 and WSCOMMONS97 should be reflected in DOOM implementation as well I consider this as a post Axiom 11 release issue ",0
"Updates required for SAAJ 13 implementation I have updated the code in order to support SAAJ 13 implementation",0
"Check method for valid Base64 encoding The method isValidBase64EncodingString data checks passed String for invalid Base64 characters",0
"Canonical XML based on Axiom Im implementing Canonical XML based on Axiom and this is the skeleton of the implementation ",0
"Discard method badly broken The discard method is badly brokenThe fix however caused a public interface change hence need the consensus of the community to go ahead",1
"Attachments class update Added some gettersetter methods to orgapacheaxiomattachmentsAttachments for access to some of the private variablesThis will allow checking for attachment caching enablement",1
"CopyUtils class is not compatible with java 14 Lately introduced CopyUtils class is not compatible with java 14Project does not compile using maven The problem is with ClassgetCanonicalName method from 15Im attaching a patch",1
"orgapacheaxiomomimpldomDOMUtil#isValidChrasString public orgapacheaxiomomimpldomDOMUtil#isValidChrasString is a typoUnfortunately the method name isValidChars is somewhat unspecific It should probably read isNCName or like that",1
"Legal issue related to inclusion of Jaxen source code in Axiom See LEGAL74 for details Needs to be fixed before the 129 release",1
"OMSourceImpl does not handle MTOM Serialisation when trying to serialise nonsoap xmls MTOMPOX fails when used with ADB",1
"A SOAP 12 SWARef Message is denied A SOAP 12 Message with a SWARef attachment is deniedI have a patch to accept the SOAP 12 contenttype applicationsoapxml",1
"SOAP11BuilderHelper#processText doesnt recognize CDATA sections SOAP11BuilderHelper#processText should handle CDATA events in the same way as CHARACTER events",1
"Binary fragment tools should allow more than one datum or JSON object It would be useful for the binary fragment tools to process more than one datum or JSON object ",0
"Inform Beehive users of move to the Attic Send an email to the users letting them know that Beehive is entering the Attic ",0
"Enhanced Schema Builder API The schema builder from AVRO1274 has a few key limitations  I have proposed changes to make before it is released and the public API is locked in",0
"Publish trevniavro artifact with Hadoop version classifier The avromapred maven artifact is published with a classifier based on the version of hadoop 1 or 2 is was built against It would be great if trevniavro did the same",1
"Java: Trevni incorrectly reads specific enums Enums generated by the specific compiler are not read correctly when written to an Avro data fileReported by Bernd Fondermann on the developer mailing list",1
"Java: Schema Validation utilities As part of AVRO1124 we needed Schema Validation utilities  I have separated those out of that ticket as a standalone item",0
"BinaryDecoder is bottleneck for python avro deserialization The BinaryDecoder deserialization is performing things like bit manipulation in pure python that would be much faster pushed to C  Probably a good place to implement in Cython",1
"SpecificRecordBase implements GenericRecord Code written for generic records should be directly applicable on equivalent specific records",0
"Add a schema builder API It would be nice to have a fluent API that made it easier to construct record schemas",0
"Fix mapred AvroMultipleOutputs class to write the schema to Jobconf rather than private Hashmap The current version of mapred AvroMultipleOutputs stores schemas in provate hashmap which has issues when run in a mapreduce code ",1
"Add MR guide to documentation for mapreduce API Similar to AVRO1211 but for the mapreduce API",0
"Avro 173 fails to build  I am trying to build Avro 173 from source as a workaround for issues in PIG3015 It does not build :Errors attached",1
"Add MR guide to documentation Lets write more Avro documentation! This time well do a MapReduce example",0
"Add Mojo Tests to the Maven Plugin The plugin Mojos currently dont have tests",0
"trevni should add maxmin value on file header trevnis file header should contain maxmin value for current blockIt will further support query engine predict push down",0
"Typos in LL1 CFG document Numerous typos in langjavaavrosrcmainjavaorgapacheavroioparsingdocfilesparsinghtml",1
"AvroC 172 Fixing VS2008 Build This patch fixes some minor issues which block AvroC 172 to build with VS2008 on a nonenglish Windows XP",1
"Avros new mapreduce APIs dont work with Hadoop 2 Avro does not compile against Hadoop since some interfaces were changed to classes between Hadoop 1 and 2 eg TaskAttemptContext",1
"Netty Avro server should expose the number of connections currently open It would be good to expose the number of currently open connections to the NettyServer for metrics for applications using the server",0
"SpecificData is not using the custom ClassLoader in newRecord AVRO873 added support for a custom ClassLoader in SpecificData and a custom SpecificData in SpecificDatumReader However the SpecificData doesnt use this custom ClassLoader in the newRecord method",1
"Change to the mapred AvroMultipleOutputs to allow data with different schemas be written from map only jobs The AvroMultipleOutputs needs to be changed a little bit to allow multiple schemas be written from Map task in Maponly jobs",0
"Java: update license headers for new mapreduce code The new mapreduce code contributed by Odiago still has them named in the license headers",1
"Java: Snappy codec not supported by Avro mapreduce API The implementation of the mapreduce API support does not allow for the user to specify the snappy codec for output compression",1
"AvroReflectOutput for new Avro hadoop version Create a outputformat for supporting AvroReflectOutputFormat to write Reflection data to file for the new Hadoop version",0
"AvroMultipleOutputs for new Hadoop Version  Support AvroMultipleOutputs for new hadoop version",0
"Fingerprinting for C# Avro fingerprinting for C#  This is a direct port of the Java SchemaNormalization class and tests",0
"avroc: multiple memory leaks Multiple memory leaks in error checking code",1
"avroc: avoid leaking open FILE objects There is a couple of functions where an open FILE object leaks: filewriterinitfp datafilec avroschematospecific schemaspecificc",1
"Missing inline for union set function The generated C setfunctions for unions lack the inline keyword Although its present in the corresponding getfunctions In our project this issue lead to linkerproblems multiple definitions",1
"Bug  oaaProtocol equals : props field Bug wrt a self comparison  thanks to findbugs   ",1
"AvroSequenceFileOutputFormat is in wrong package The source directory orgapacheavromapreduce and package name orgapacheavrohadoopio do not match",1
"Support MultipleOutputFormat in Avro Apis for Avro to write records into multiple files similar to the MultipleTextOutputFormat All the files have the same output schema",0
"migrate website  dist to svnpubsub ASF infrastructure has requested that all projects migrate to svnpubsub for their websites and release distributions",0
"Add unit test for Netty server concurrent execution Add a new unit test to verify that multiple RCPs associated with a single NettyTransceiver can be executing concurrently in the NettyServer",0
"Velocity templates generate deprecated java code Trivial oneline change to avoid a deprecated usage",0
"make things work on Java 7 AVRO878 identified some problems when running Avro under Java 7  We should get all tests to pass when running under Java 7",0
"C:  Add Deflate compression codec support Add deflate codec support for AvroC",0
"C# port does not build under Ubuntu 1110 This is because the sln file declares that it needs Framework version 35 client profile Mono does not offer client profile The forthcoming patch fixes that problem by not requiring client profile",1
"TestNettyServerWithCallbacks sometimes hangs Im periodically seeing tests hang in TestNettyServerWithCallbacks",1
"Java ReflectData should add default value null for Nullable fields  Java ReflectData should add default value null for Nullable fields",1
"Some more warning when built on RHEL A couple of more warnings show up when compiled on RedHat Linux",0
"Update Java dependencies for 160 Update Java dependencies to the latest version where appropriate",0
"Comparison of avrovaluet instances We need a function that implements the standard Avro comparison rules for the new avrovaluet class",0
"Produce JSON encoding of Avro values We need a function that can produce the JSON encoding of an Avro value thats represented using the new avrovaluet class",0
"Avro C documentation is very old None of the improvements to C from 15 onwards are in the C documentation Also there are a large number of doxygen warnings while generating documents",0
"optimize access to protobuf messages AVRO804 included an optimization to Thrift struct field access thats also applicable to protobuf",0
"On slower machines Java unit test TestFileSpanStorage fails It is because sleeping for 1 second is not sufficient in slower machines The forthcoming patch fixes the problem",1
"Include binary artifacts and documentation for C# in releases We should include the C# dll files and documentation in Avro releases",0
"setuppy uses Python27 specific code setuppy uses sysversioninfomajor which was introduced at Python27 thanks to Jeremy Lewi for reporting",1
"Add tool to list data file metadata It would be useful to be able to query the metadata eg the compression codec being used from a command line tool",0
"get Jenkins build working Avros Java build in Jenkins fails even though the build suceeds on the desktop",1
"Support the ability to load a schema from a URL It would be very convenient to load an Avro Schema or Protocol from a URL This would allow for schema repositories",0
"New activemqadmin commands Add new commands to activemqadmin script that:  creates runnable broker instance in the specified path browse persistent journal",0
"Add fields to avro cat to select fields printed out Sometimes we want to see just a subset of the fields specially if the record is big Adding a fields to select a subset of fields will help",0
"Java: requestor does not use schema resolution for message responses The Java RPC client does not perform schema resolution on responses",1
"Add AvroTextOutputFormat for emitting text as Avro Data Files This is the inverse of AvroAsTextInputFormat introduced in AVRO808 AvroTextOutputFormat would be useful for streaming programs as it allows them to write an Avro Data File with a bytes schema",0
"Use portable shell syntax for buildsh Avros buildsh script cannot be executed by a POSIX compatible shquote binsh buildshbuildsh: 24: function: not foundquote",0
"Wrong error message on BinaryFragmentToJsonTool  The current error message after checking if there are 2 args is: Expected 1 arguments: schema binarydatafile",1
"PHP protocol support PHP version doesnt support protocol format",0
"Add strong naming to C# assemblies The C# assemblies should be strong named  A gitignore file for common end user Visual Studio files is also in the patch ",0
"add a columnmajor file format Define a columnmajor file format  This would permit better compression and also permit efficient skipping of fields that are not of interest",0
"Java: make text file tools accept codec The text file tools should accept a codec name",0
"Datafile support in C The forthcoming patch adds Datafile support in C",0
"SpecificCompiler should generate accessors Avros Java SpecificCompiler should generate java bean style accessors",0
"Specifc object support in C Forthcoming patch provides a way to encode and decode user objects and a code generator that generates classes for given Avro schema",0
"Generic data support in C C does not currently have support for generic objects the way Java has The forthcoming patch adds that support",0
"AvroC: support for RPC Provide support for RPC with AvroC",0
"SocketServer holds socket open after close The SocketServers main thread is not interrupted when close is called which holds the socket open Ive added a fix to interrupt the main receiver thread and allow it to exit normally",1
"Java: Improvement to BinaryDecoder readLong performance I have found a few enhancements to the BinaryDecoder while I was working on the BinaryEncodersBinaryDecoders readLong improves by 75 on the latest 64bit Sun JVMs ",0
"avrotools jar contains log4j config The avrotools jar generated on trunk contains a log4j config that can override the defaults of projects that include it",1
"Allow a DataFile to be reopened without reading the head It is useful to be able to reopen a file without needing to seek to the head of the stream to collect metadata and schema that youve read before",0
"pkgconfig file It would be nice for the library to have a pkgconfig file  That would make it easier to link with the library in other projects",0
"Mangle conflicting names in generated code for Java Generated Java code should support fields that conflict with Java reserved words",0
"documentation should better identify trademarks The Avro documentation should better identify Apache trademarks",0
"Make Forrest work with JDK6 Its possible to make Forrest work with JDK6 by disabling sitemap validationin the forrestproperties file See FOR984 and PIG1508 for more details",1
"define memcmpable encoding It would be useful to have an encoding for Avro data that ordered data according to the Avro specification under memcmp",0
"JSON encoder and decoder for C Forthcoming patch implements JSON encoder and decoder for C",0
"socket transport for Python Python users need a more performant alternative to HTTP transport Patch to follow",0
"permit 12format files to be read It might be useful to have the ability to read 12 format data files",0
"Permit setting timeout of HttpTransceiver It should be possible to specify the connect and read timeout for an HttpTransceiver",0
"Allow pluggable ThreadPools in Java HttpServer The easiest way to tune the threading implementation of an RPC server is to provide an alternate threadpool implementation",0
